student_id,study_hours,attendance,assignment_completion,quiz_average,sleep_hours,phone_usage,dsa_problems,exam_days_remaining,final_score,risk_score,risk_level
S0618,5.8,69.0,76.0,68.0,3.59,4.68,82.0,43,68.0,2,MEDIUM
S0619,5.4,73.0,82.0,90.0,6.98,6.48,6.0,19,66.0,1,LOW
S0620,4.9,92.0,97.0,85.0,6.87,5.12,30.0,43,78.0,0,LOW
S0621,3.1,79.0,86.0,51.0,6.46,4.7,0.0,12,64.0,1,LOW
S0622,5.3,61.0,87.0,77.0,9.07,1.05,39.0,11,69.0,1,LOW
S0623,7.9,89.0,76.0,42.0,5.94,3.15,42.0,6,72.0,1,LOW
S0624,6.9,70.0,96.0,73.0,7.93,6.69,34.0,12,68.0,1,LOW
S0625,7.4,100.0,81.0,100.0,7.43,9.79,22.0,27,73.0,0,LOW
S0626,3.6,91.0,62.0,58.0,8.51,5.26,0.0,41,56.0,2,MEDIUM
S0627,2.7,73.0,96.0,59.0,6.2,6.32,42.0,25,59.0,2,MEDIUM
S0628,4.3,93.0,85.0,83.0,6.12,7.88,64.0,42,80.0,0,LOW
S0629,4.6,79.0,68.0,49.0,8.32,3.47,23.0,3,64.0,2,MEDIUM
S0630,6.5,88.0,68.0,63.0,7.51,6.42,44.0,3,72.0,2,MEDIUM
S0631,1.5,84.0,79.0,81.0,5.15,3.65,4.0,20,64.0,1,LOW
S0632,7.3,68.0,82.0,62.0,6.35,7.66,44.0,28,48.0,2,MEDIUM
S0633,4.2,70.0,78.0,68.0,7.46,5.88,27.0,23,63.0,2,MEDIUM
S0634,3.7,90.0,80.0,83.0,8.01,6.25,20.0,48,72.0,0,LOW
S0635,2.7,74.0,100.0,78.0,6.18,3.54,20.0,3,59.0,1,LOW
S0636,1.5,73.0,91.0,76.0,3.5,7.27,27.0,42,59.0,2,MEDIUM
S0637,6.0,67.0,78.0,67.0,7.63,10.71,43.0,24,57.0,2,MEDIUM
S0638,4.6,83.0,89.0,78.0,5.54,2.98,9.0,43,75.0,0,LOW
S0639,2.2,100.0,60.0,70.0,4.58,4.65,27.0,40,51.0,1,LOW
S0640,2.2,65.0,81.0,79.0,3.6,6.08,34.0,6,55.0,1,LOW
S0641,3.9,78.0,100.0,65.0,7.98,7.47,13.0,20,61.0,1,LOW
S0642,7.5,95.0,72.0,69.0,7.15,4.1,71.0,11,90.0,1,LOW
S0643,4.0,77.0,62.0,57.0,6.73,0.5,18.0,32,62.0,2,MEDIUM
S0644,1.8,83.0,65.0,71.0,8.67,8.9,22.0,60,62.0,2,MEDIUM
S0645,4.1,65.0,59.0,60.0,7.76,7.4,15.0,27,40.0,3,HIGH
S0646,4.0,83.0,63.0,55.0,8.94,1.14,71.0,21,54.0,2,MEDIUM
S0647,0.5,76.0,69.0,76.0,5.33,3.98,46.0,44,63.0,2,MEDIUM
S0648,4.4,90.0,54.0,75.0,6.96,9.42,16.0,48,47.0,1,LOW
S0649,4.1,92.0,75.0,84.0,5.06,9.12,57.0,50,65.0,0,LOW
S0650,5.8,100.0,89.0,66.0,6.72,7.85,39.0,13,84.0,1,LOW
S0651,7.8,85.0,61.0,78.0,6.7,5.06,40.0,22,67.0,1,LOW
S0652,6.5,82.0,98.0,80.0,7.75,5.71,28.0,35,66.0,0,LOW
S0653,4.0,80.0,83.0,79.0,7.05,5.17,20.0,47,66.0,0,LOW
S0654,2.5,74.0,90.0,60.0,7.75,8.32,42.0,22,47.0,2,MEDIUM
S0655,9.1,82.0,65.0,74.0,7.84,3.31,24.0,28,82.0,1,LOW
S0656,4.6,74.0,88.0,77.0,9.59,3.49,71.0,21,68.0,1,LOW
S0657,4.5,80.0,59.0,72.0,6.62,8.03,10.0,46,50.0,1,LOW
S0658,4.5,94.0,88.0,41.0,5.87,5.39,66.0,18,64.0,1,LOW
S0659,4.9,66.0,78.0,74.0,7.3,8.95,33.0,31,60.0,1,LOW
S0660,4.2,92.0,83.0,100.0,6.04,3.82,41.0,60,79.0,0,LOW
S0661,3.5,94.0,57.0,67.0,8.78,5.36,52.0,46,63.0,2,MEDIUM
S0662,3.5,77.0,62.0,61.0,6.66,3.19,22.0,37,53.0,2,MEDIUM
S0663,4.4,53.0,84.0,78.0,6.32,5.52,52.0,21,59.0,1,LOW
S0664,3.5,71.0,61.0,77.0,6.43,1.8,0.0,14,61.0,2,MEDIUM
S0665,3.2,94.0,82.0,90.0,7.86,4.28,21.0,25,65.0,0,LOW
S0666,4.7,78.0,54.0,53.0,6.81,1.91,17.0,27,48.0,2,MEDIUM
S0667,4.0,66.0,88.0,83.0,6.23,7.23,10.0,40,65.0,1,LOW
S0668,7.2,72.0,57.0,81.0,9.0,7.29,31.0,60,55.0,2,MEDIUM
S0669,0.5,88.0,83.0,70.0,5.97,1.17,43.0,60,62.0,1,LOW
S0670,6.5,85.0,84.0,77.0,7.04,8.83,49.0,23,75.0,0,LOW
S0671,6.7,75.0,65.0,87.0,7.78,11.74,40.0,31,75.0,1,LOW
S0672,0.8,74.0,84.0,85.0,5.04,5.62,22.0,47,56.0,2,MEDIUM
S0673,3.9,73.0,79.0,55.0,7.58,3.9,42.0,60,67.0,2,MEDIUM
S0674,3.8,67.0,67.0,84.0,5.73,12.0,37.0,29,62.0,2,MEDIUM
S0675,2.0,97.0,60.0,71.0,7.99,2.2,54.0,47,60.0,1,LOW
S0676,3.1,74.0,46.0,73.0,5.84,5.55,51.0,30,65.0,2,MEDIUM
S0677,2.5,93.0,80.0,73.0,7.83,5.95,36.0,51,63.0,0,LOW
S0678,7.7,96.0,52.0,70.0,8.33,8.86,17.0,26,62.0,1,LOW
S0679,6.2,90.0,76.0,90.0,8.03,6.4,22.0,20,75.0,0,LOW
S0680,6.8,73.0,71.0,71.0,7.3,4.25,24.0,38,64.0,1,LOW
S0681,5.8,83.0,85.0,55.0,6.72,3.12,29.0,19,68.0,1,LOW
S0682,2.5,78.0,70.0,66.0,6.31,4.65,40.0,27,65.0,1,LOW
S0683,3.6,67.0,70.0,75.0,8.77,2.98,49.0,25,62.0,1,LOW
S0684,5.4,82.0,86.0,90.0,6.16,5.62,34.0,40,75.0,0,LOW
S0685,2.3,64.0,80.0,81.0,5.76,4.09,35.0,38,66.0,1,LOW
S0686,5.8,92.0,80.0,59.0,7.8,1.76,38.0,52,76.0,1,LOW
S0687,4.1,72.0,82.0,100.0,6.04,8.64,25.0,23,67.0,1,LOW
S0688,3.8,80.0,52.0,76.0,5.86,4.26,16.0,29,58.0,1,LOW
S0689,5.8,81.0,86.0,91.0,5.27,2.33,0.0,15,79.0,0,LOW
S0690,5.3,75.0,84.0,70.0,6.42,5.08,21.0,59,68.0,0,LOW
S0691,3.9,85.0,60.0,80.0,6.9,5.67,44.0,3,52.0,1,LOW
S0692,6.6,72.0,71.0,85.0,7.29,1.13,21.0,10,78.0,1,LOW
S0693,2.6,88.0,74.0,90.0,8.14,6.33,30.0,15,68.0,0,LOW
S0694,5.6,62.0,73.0,88.0,7.63,2.88,44.0,56,74.0,1,LOW
S0695,5.6,80.0,80.0,85.0,6.77,9.78,45.0,16,64.0,0,LOW
S0696,3.9,100.0,96.0,67.0,6.76,6.81,13.0,17,68.0,1,LOW
S0697,5.1,66.0,91.0,63.0,7.61,4.5,55.0,19,73.0,2,MEDIUM
S0698,2.2,70.0,55.0,77.0,8.53,3.64,58.0,11,52.0,2,MEDIUM
S0699,6.2,84.0,84.0,86.0,7.15,5.24,12.0,48,70.0,0,LOW
S0700,4.2,80.0,95.0,69.0,6.44,7.03,19.0,5,70.0,1,LOW
S0701,3.6,82.0,81.0,88.0,5.81,5.44,59.0,5,67.0,0,LOW
S0702,6.4,84.0,91.0,94.0,5.27,4.96,32.0,58,79.0,0,LOW
S0703,3.2,86.0,100.0,58.0,7.8,5.65,0.0,14,54.0,1,LOW
S0704,2.0,91.0,90.0,59.0,7.69,3.99,7.0,50,68.0,1,LOW
S0705,1.7,83.0,79.0,70.0,7.69,4.64,30.0,26,61.0,1,LOW
S0706,5.6,75.0,91.0,77.0,6.85,0.5,12.0,8,71.0,0,LOW
S0707,2.2,86.0,77.0,64.0,8.69,7.93,27.0,5,53.0,1,LOW
S0708,7.7,100.0,75.0,92.0,6.42,6.25,36.0,7,74.0,0,LOW
S0709,0.8,76.0,70.0,78.0,8.15,3.57,64.0,16,58.0,1,LOW
S0710,7.6,66.0,98.0,73.0,6.95,10.25,29.0,55,77.0,1,LOW
S0711,4.9,91.0,63.0,50.0,6.27,5.72,56.0,14,55.0,2,MEDIUM
S0712,4.3,77.0,98.0,52.0,7.71,2.91,64.0,37,68.0,1,LOW
S0713,3.5,52.0,82.0,76.0,7.49,7.64,64.0,56,60.0,1,LOW
S0714,5.2,88.0,54.0,40.0,7.43,6.5,41.0,41,61.0,2,MEDIUM
S0715,4.4,72.0,81.0,87.0,7.1,6.49,0.0,4,61.0,1,LOW
S0716,6.5,77.0,43.0,70.0,6.95,4.44,44.0,36,66.0,1,LOW
S0717,4.7,82.0,84.0,100.0,9.87,6.63,56.0,48,86.0,0,LOW
S0718,4.8,80.0,88.0,100.0,8.42,4.85,33.0,56,75.0,0,LOW
S0719,3.8,87.0,66.0,69.0,7.87,6.89,70.0,17,60.0,2,MEDIUM
S0720,4.4,73.0,77.0,70.0,7.13,0.74,52.0,47,73.0,1,LOW
S0721,5.1,84.0,100.0,87.0,8.21,4.42,46.0,36,68.0,0,LOW
S0722,1.4,75.0,67.0,98.0,7.62,9.81,57.0,6,64.0,2,MEDIUM
S0723,2.1,87.0,59.0,47.0,7.03,3.58,42.0,16,40.0,2,MEDIUM
S0724,5.8,85.0,97.0,45.0,6.64,3.99,0.0,29,70.0,1,LOW
S0725,4.8,67.0,100.0,63.0,6.9,4.38,25.0,36,65.0,2,MEDIUM
S0726,4.2,91.0,75.0,81.0,3.2,2.46,59.0,38,71.0,0,LOW
S0727,4.5,72.0,90.0,79.0,7.25,0.5,19.0,37,66.0,1,LOW
S0728,5.1,88.0,95.0,88.0,6.41,4.92,31.0,48,67.0,0,LOW
S0729,3.5,82.0,64.0,54.0,8.91,5.84,14.0,57,59.0,2,MEDIUM
S0730,3.1,100.0,68.0,37.0,7.02,5.37,71.0,48,54.0,2,MEDIUM
S0731,4.9,75.0,93.0,85.0,5.57,5.14,69.0,10,96.0,0,LOW
S0732,2.7,74.0,100.0,60.0,6.94,5.61,17.0,41,55.0,2,MEDIUM
S0733,5.2,78.0,83.0,42.0,5.74,8.06,38.0,36,54.0,1,LOW
S0734,1.4,74.0,62.0,74.0,7.57,5.02,21.0,29,47.0,3,HIGH
S0735,6.4,88.0,100.0,84.0,7.35,4.06,47.0,14,81.0,0,LOW
S0736,5.4,59.0,67.0,70.0,8.15,4.8,45.0,4,72.0,2,MEDIUM
S0737,5.0,65.0,70.0,65.0,6.05,6.95,51.0,44,67.0,2,MEDIUM
S0738,6.3,65.0,80.0,70.0,7.04,9.03,42.0,56,57.0,1,LOW
S0739,7.5,89.0,98.0,66.0,5.36,3.93,94.0,42,91.0,1,LOW
S0740,6.3,99.0,88.0,52.0,7.84,5.75,14.0,36,71.0,1,LOW
S0741,1.2,77.0,81.0,61.0,7.62,6.35,1.0,50,53.0,2,MEDIUM
S0742,2.2,76.0,82.0,80.0,7.59,3.02,27.0,45,58.0,0,LOW
S0743,3.4,79.0,76.0,77.0,7.0,5.55,4.0,13,56.0,0,LOW
S0744,4.5,92.0,83.0,75.0,7.5,1.84,5.0,46,69.0,0,LOW
S0745,5.4,67.0,37.0,57.0,8.93,1.08,15.0,18,48.0,3,HIGH
S0746,3.2,81.0,71.0,69.0,6.66,6.42,17.0,33,65.0,1,LOW
S0747,4.8,90.0,79.0,39.0,7.17,4.54,16.0,21,53.0,1,LOW
S0748,3.1,84.0,58.0,75.0,5.7,6.01,45.0,16,47.0,1,LOW
S0749,3.4,80.0,81.0,93.0,5.96,5.46,25.0,15,61.0,0,LOW
S0750,2.0,90.0,72.0,50.0,7.12,3.06,31.0,54,46.0,1,LOW
S0751,2.8,46.0,100.0,63.0,8.32,5.39,53.0,57,59.0,2,MEDIUM
S0752,2.1,86.0,99.0,77.0,6.69,2.42,20.0,5,68.0,0,LOW
S0753,2.7,70.0,68.0,91.0,6.72,8.98,30.0,6,60.0,2,MEDIUM
S0754,6.4,56.0,73.0,65.0,6.51,2.11,42.0,38,68.0,2,MEDIUM
S0755,2.8,84.0,74.0,62.0,6.36,5.01,0.0,3,53.0,1,LOW
S0756,9.2,94.0,68.0,42.0,7.35,2.89,0.0,48,64.0,2,MEDIUM
S0757,5.4,76.0,78.0,74.0,5.2,6.93,42.0,12,78.0,0,LOW
S0758,4.8,89.0,64.0,100.0,8.54,4.67,45.0,36,81.0,1,LOW
S0759,3.0,97.0,58.0,76.0,6.2,4.2,76.0,33,67.0,1,LOW
S0760,5.8,94.0,84.0,72.0,7.87,7.63,38.0,36,77.0,0,LOW
S0761,3.5,98.0,84.0,77.0,5.48,5.57,51.0,33,58.0,0,LOW
S0762,4.7,87.0,63.0,72.0,7.8,6.79,31.0,31,57.0,1,LOW
S0763,9.1,79.0,88.0,60.0,7.81,3.05,41.0,21,75.0,1,LOW
S0764,4.3,59.0,66.0,84.0,7.46,1.99,68.0,27,62.0,2,MEDIUM
S0765,6.6,75.0,79.0,75.0,5.81,5.77,0.0,27,58.0,0,LOW
S0766,3.2,68.0,87.0,72.0,7.3,4.7,43.0,8,66.0,1,LOW
S0767,4.4,100.0,74.0,57.0,5.58,7.07,78.0,56,74.0,1,LOW
S0768,7.7,76.0,82.0,92.0,6.7,5.3,41.0,37,80.0,0,LOW
S0769,3.4,79.0,67.0,82.0,8.24,6.01,68.0,32,69.0,1,LOW
S0770,7.8,85.0,72.0,64.0,7.96,1.44,22.0,26,71.0,1,LOW
S0771,5.8,79.0,72.0,87.0,7.02,10.22,34.0,2,66.0,0,LOW
S0772,3.5,98.0,64.0,65.0,5.83,5.09,36.0,12,66.0,2,MEDIUM
S0773,5.6,71.0,72.0,60.0,7.77,7.24,0.0,22,48.0,2,MEDIUM
S0774,6.3,80.0,52.0,61.0,7.02,3.41,12.0,17,47.0,2,MEDIUM
S0775,5.6,69.0,68.0,45.0,4.22,6.27,13.0,7,44.0,3,HIGH
S0776,1.7,62.0,71.0,79.0,7.94,2.24,51.0,43,64.0,2,MEDIUM
S0777,3.2,71.0,71.0,45.0,6.97,6.63,52.0,4,52.0,2,MEDIUM
S0778,4.1,78.0,71.0,54.0,8.44,4.61,41.0,37,60.0,1,LOW
S0779,4.4,73.0,74.0,41.0,5.69,5.57,51.0,38,65.0,2,MEDIUM
S0780,5.6,70.0,82.0,71.0,3.19,7.24,32.0,32,59.0,1,LOW
S0781,4.8,61.0,88.0,70.0,7.33,2.42,59.0,11,76.0,1,LOW
S0782,2.1,77.0,65.0,67.0,7.35,3.79,35.0,1,52.0,2,MEDIUM
S0783,5.2,60.0,57.0,56.0,4.97,6.64,36.0,25,50.0,3,HIGH
S0784,5.6,87.0,59.0,54.0,5.83,10.75,30.0,42,56.0,2,MEDIUM
S0785,5.5,79.0,68.0,79.0,10.31,5.15,49.0,52,70.0,1,LOW
S0786,6.4,61.0,70.0,64.0,6.63,6.98,27.0,24,60.0,2,MEDIUM
S0787,6.0,74.0,63.0,77.0,7.88,5.23,55.0,53,71.0,2,MEDIUM
S0788,5.3,69.0,56.0,59.0,6.22,10.36,12.0,43,52.0,3,HIGH
S0789,4.4,82.0,68.0,75.0,4.49,1.13,13.0,56,62.0,1,LOW
S0790,1.5,94.0,78.0,92.0,6.8,5.74,49.0,17,64.0,1,LOW
S0791,5.3,55.0,84.0,81.0,6.68,1.44,33.0,8,71.0,1,LOW
S0792,4.9,79.0,67.0,66.0,6.52,0.5,26.0,59,55.0,2,MEDIUM
S0793,5.0,76.0,69.0,76.0,6.86,6.24,53.0,45,60.0,1,LOW
S0794,2.2,86.0,61.0,68.0,7.32,5.85,23.0,27,51.0,2,MEDIUM
S0795,2.6,81.0,75.0,72.0,6.82,4.79,31.0,52,63.0,0,LOW
S0796,6.4,69.0,62.0,67.0,5.48,5.23,63.0,18,78.0,3,HIGH
S0797,4.4,74.0,84.0,70.0,7.58,12.0,66.0,27,64.0,1,LOW
S0798,5.7,68.0,48.0,75.0,4.66,4.85,66.0,22,52.0,2,MEDIUM
S0799,4.6,91.0,70.0,57.0,4.54,6.78,29.0,16,55.0,1,LOW
S0800,4.6,78.0,80.0,57.0,7.89,3.88,60.0,2,68.0,1,LOW
S0801,6.2,100.0,78.0,51.0,7.61,6.24,16.0,5,58.0,1,LOW
S0802,3.6,77.0,100.0,48.0,6.93,4.9,17.0,18,51.0,1,LOW
S0803,4.7,69.0,80.0,54.0,5.33,4.47,0.0,3,60.0,2,MEDIUM
S0804,3.7,60.0,60.0,74.0,6.15,10.05,68.0,27,60.0,2,MEDIUM
S0805,3.7,56.0,74.0,59.0,6.68,8.44,18.0,54,43.0,2,MEDIUM
S0806,3.9,59.0,48.0,80.0,5.08,5.84,32.0,17,50.0,2,MEDIUM
S0807,4.9,81.0,74.0,73.0,6.11,0.5,17.0,16,74.0,0,LOW
S0808,3.6,84.0,63.0,42.0,7.78,4.6,49.0,6,58.0,2,MEDIUM
S0809,6.8,59.0,89.0,82.0,8.71,12.0,27.0,51,62.0,1,LOW
S0810,2.9,89.0,67.0,84.0,6.5,4.92,9.0,7,49.0,1,LOW
S0811,4.2,72.0,73.0,57.0,7.91,8.26,44.0,50,59.0,2,MEDIUM
S0812,3.7,80.0,65.0,78.0,4.7,9.1,6.0,14,55.0,1,LOW
S0813,7.1,97.0,100.0,59.0,7.79,6.05,18.0,38,75.0,1,LOW
S0814,4.9,89.0,70.0,73.0,6.04,3.4,0.0,40,67.0,0,LOW
S0815,6.4,75.0,100.0,53.0,7.37,0.5,7.0,15,63.0,1,LOW
S0816,1.8,67.0,87.0,45.0,6.7,7.21,39.0,47,48.0,3,HIGH
S0817,5.0,52.0,82.0,66.0,8.58,3.46,0.0,47,53.0,2,MEDIUM
S0818,6.1,69.0,81.0,70.0,5.95,5.94,5.0,48,59.0,1,LOW
S0819,4.6,75.0,81.0,66.0,7.75,2.38,35.0,33,68.0,1,LOW
S0820,6.4,66.0,46.0,54.0,6.66,4.84,24.0,43,54.0,3,HIGH
S0821,3.6,76.0,71.0,66.0,6.81,5.58,75.0,27,53.0,1,LOW
S0822,7.0,79.0,88.0,76.0,6.78,6.17,72.0,29,83.0,0,LOW
S0823,8.6,75.0,74.0,71.0,5.99,2.71,18.0,57,71.0,0,LOW
S0824,3.8,70.0,54.0,75.0,6.98,8.49,46.0,37,61.0,2,MEDIUM
S0825,3.7,80.0,74.0,62.0,6.92,4.01,50.0,5,55.0,1,LOW
S0826,7.1,83.0,100.0,90.0,7.29,1.31,23.0,29,78.0,0,LOW
S0827,7.3,65.0,94.0,54.0,7.1,5.23,5.0,32,67.0,2,MEDIUM
S0828,3.6,95.0,74.0,79.0,7.96,5.59,35.0,60,60.0,0,LOW
S0829,3.7,77.0,89.0,90.0,8.11,5.9,32.0,53,69.0,0,LOW
S0830,4.0,78.0,70.0,79.0,5.74,8.91,26.0,6,54.0,0,LOW
S0831,2.1,86.0,49.0,69.0,8.04,4.91,44.0,2,51.0,2,MEDIUM
S0832,2.8,81.0,61.0,64.0,5.58,5.2,20.0,6,53.0,2,MEDIUM
S0833,2.7,89.0,98.0,88.0,7.71,2.74,12.0,46,71.0,0,LOW
S0834,3.1,81.0,71.0,51.0,7.74,7.55,37.0,43,51.0,1,LOW
S0835,4.4,71.0,71.0,57.0,4.71,5.96,43.0,4,60.0,2,MEDIUM
S0836,4.9,82.0,71.0,66.0,7.11,4.45,11.0,56,62.0,1,LOW
S0837,7.3,64.0,100.0,91.0,6.44,0.74,54.0,29,85.0,1,LOW
S0838,2.7,79.0,99.0,78.0,6.09,9.11,0.0,59,58.0,0,LOW
S0839,6.3,78.0,100.0,57.0,8.62,2.43,23.0,25,77.0,1,LOW
S0840,4.1,76.0,73.0,67.0,6.22,4.02,30.0,9,63.0,1,LOW
S0841,4.4,76.0,79.0,63.0,6.03,6.4,22.0,56,54.0,1,LOW
S0842,5.7,55.0,52.0,61.0,7.09,2.51,24.0,3,59.0,3,HIGH
S0843,2.5,71.0,97.0,87.0,7.82,1.77,72.0,26,79.0,1,LOW
S0844,5.2,79.0,57.0,51.0,6.83,0.5,18.0,48,55.0,2,MEDIUM
S0845,4.8,80.0,78.0,96.0,8.4,7.3,84.0,43,77.0,0,LOW
S0846,5.4,66.0,59.0,84.0,7.64,4.14,44.0,27,53.0,2,MEDIUM
S0847,5.0,93.0,66.0,88.0,4.39,12.0,37.0,36,62.0,1,LOW
S0848,8.9,68.0,62.0,65.0,6.36,3.01,45.0,32,76.0,3,HIGH
S0849,3.4,90.0,66.0,70.0,6.33,3.2,86.0,1,62.0,1,LOW
S0850,3.5,83.0,67.0,51.0,7.58,4.09,15.0,57,52.0,2,MEDIUM
S0851,3.4,70.0,67.0,64.0,3.85,6.11,13.0,53,48.0,3,HIGH
S0852,3.5,99.0,88.0,79.0,10.06,4.32,20.0,54,71.0,0,LOW
S0853,3.4,64.0,58.0,91.0,7.64,7.03,36.0,16,62.0,2,MEDIUM
S0854,6.6,89.0,78.0,55.0,7.18,3.05,0.0,51,67.0,1,LOW
S0855,7.1,90.0,93.0,67.0,8.42,2.05,35.0,48,70.0,1,LOW
S0856,3.5,70.0,67.0,70.0,9.81,1.0,69.0,11,64.0,2,MEDIUM
S0857,3.0,95.0,64.0,51.0,8.04,0.5,38.0,26,66.0,2,MEDIUM
S0858,5.3,75.0,72.0,81.0,8.14,4.2,29.0,40,72.0,0,LOW
S0859,3.5,81.0,93.0,61.0,7.16,4.75,23.0,55,63.0,1,LOW
S0860,5.6,81.0,78.0,69.0,6.83,3.92,53.0,1,58.0,1,LOW
S0861,4.9,76.0,67.0,65.0,6.43,8.61,18.0,26,56.0,2,MEDIUM
S0862,1.8,88.0,82.0,60.0,6.01,8.57,72.0,28,69.0,2,MEDIUM
S0863,7.3,88.0,58.0,72.0,6.18,4.66,74.0,53,81.0,1,LOW
S0864,7.7,57.0,85.0,69.0,5.38,1.02,40.0,58,76.0,2,MEDIUM
S0865,3.4,94.0,81.0,66.0,6.91,4.08,35.0,9,60.0,1,LOW
S0866,3.8,58.0,70.0,61.0,4.98,4.0,56.0,60,58.0,2,MEDIUM
S0867,5.0,90.0,62.0,77.0,7.23,3.86,57.0,59,73.0,1,LOW
S0868,5.1,92.0,62.0,97.0,6.96,3.76,19.0,44,77.0,1,LOW
S0869,5.7,65.0,83.0,74.0,7.18,3.87,24.0,22,69.0,1,LOW
S0870,8.1,73.0,93.0,87.0,6.37,4.53,9.0,8,84.0,1,LOW
S0871,4.2,65.0,65.0,51.0,10.69,3.91,43.0,58,54.0,3,HIGH
S0872,3.1,75.0,82.0,74.0,8.63,6.02,48.0,49,63.0,0,LOW
S0873,2.0,74.0,44.0,56.0,5.51,6.4,8.0,42,39.0,3,HIGH
S0874,3.2,87.0,66.0,50.0,7.28,3.22,26.0,27,56.0,2,MEDIUM
S0875,4.4,94.0,75.0,61.0,6.27,8.68,8.0,39,65.0,1,LOW
S0876,7.7,95.0,61.0,90.0,5.78,3.05,17.0,19,80.0,1,LOW
S0877,3.6,71.0,61.0,86.0,5.39,1.46,46.0,25,57.0,2,MEDIUM
S0878,4.9,75.0,65.0,76.0,7.52,6.45,20.0,38,54.0,1,LOW
S0879,4.5,58.0,79.0,49.0,6.18,3.46,29.0,21,62.0,2,MEDIUM
S0880,6.6,68.0,72.0,69.0,8.16,6.3,2.0,24,64.0,2,MEDIUM
S0881,9.0,90.0,41.0,77.0,8.19,0.5,39.0,24,74.0,1,LOW
S0882,3.5,97.0,43.0,75.0,8.65,8.98,34.0,60,57.0,1,LOW
S0883,3.6,63.0,66.0,44.0,5.98,7.18,20.0,60,57.0,3,HIGH
S0884,6.4,71.0,82.0,59.0,7.57,1.75,31.0,19,64.0,2,MEDIUM
S0885,5.7,78.0,34.0,71.0,7.76,1.8,39.0,50,65.0,1,LOW
S0886,7.8,81.0,68.0,80.0,6.43,9.68,19.0,47,71.0,1,LOW
S0887,5.6,68.0,67.0,39.0,6.07,3.66,5.0,2,42.0,3,HIGH
S0888,3.9,83.0,96.0,70.0,8.93,3.41,71.0,14,68.0,0,LOW
S0889,5.6,72.0,69.0,74.0,7.27,0.5,22.0,53,63.0,2,MEDIUM
S0890,6.5,78.0,81.0,85.0,7.76,4.62,33.0,32,81.0,0,LOW
S0891,6.0,85.0,77.0,82.0,6.01,4.93,55.0,42,82.0,0,LOW
S0892,5.4,78.0,43.0,81.0,5.54,7.29,100.0,32,69.0,1,LOW
S0893,6.4,73.0,87.0,60.0,6.32,2.0,10.0,28,64.0,2,MEDIUM
S0894,6.6,77.0,78.0,43.0,6.85,1.7,44.0,48,59.0,1,LOW
S0895,7.0,77.0,83.0,66.0,5.72,6.63,21.0,39,75.0,1,LOW
S0896,5.7,74.0,100.0,87.0,6.99,8.02,24.0,40,67.0,1,LOW
S0897,4.2,75.0,44.0,93.0,4.97,1.57,21.0,42,61.0,1,LOW
S0898,4.8,97.0,100.0,83.0,5.66,8.2,12.0,47,88.0,0,LOW
S0899,6.7,85.0,71.0,78.0,7.81,5.59,34.0,40,68.0,0,LOW
S0900,3.0,74.0,79.0,78.0,7.72,8.23,6.0,13,51.0,1,LOW
S0901,5.2,86.0,74.0,64.0,6.53,5.32,54.0,12,56.0,1,LOW
S0902,3.8,74.0,69.0,70.0,5.78,0.5,36.0,8,77.0,2,MEDIUM
S0903,4.6,92.0,66.0,97.0,5.77,5.12,43.0,15,75.0,1,LOW
S0904,6.8,82.0,80.0,58.0,6.55,8.15,26.0,26,60.0,1,LOW
S0905,4.8,77.0,52.0,96.0,7.77,3.27,28.0,12,65.0,1,LOW
S0906,4.6,83.0,86.0,67.0,8.11,4.53,41.0,43,63.0,1,LOW
S0907,2.1,59.0,69.0,92.0,6.4,5.06,12.0,51,46.0,2,MEDIUM
S0908,5.8,64.0,58.0,51.0,5.62,0.5,28.0,46,61.0,3,HIGH
S0909,5.7,64.0,68.0,81.0,7.32,9.68,18.0,27,62.0,2,MEDIUM
S0910,8.4,80.0,94.0,61.0,6.01,3.25,17.0,18,79.0,1,LOW
S0911,3.9,99.0,67.0,51.0,6.38,6.76,0.0,45,53.0,2,MEDIUM
S0912,4.9,100.0,80.0,75.0,8.59,5.28,62.0,36,74.0,0,LOW
S0913,4.9,86.0,64.0,87.0,7.99,8.64,21.0,49,52.0,1,LOW
S0914,7.3,84.0,86.0,59.0,7.19,6.52,58.0,51,78.0,1,LOW
S0915,4.3,56.0,85.0,50.0,5.47,4.91,56.0,27,52.0,2,MEDIUM
S0916,5.0,71.0,100.0,71.0,7.25,3.27,9.0,9,64.0,1,LOW
S0917,5.6,69.0,72.0,71.0,8.28,7.49,13.0,55,58.0,1,LOW
S0918,4.8,71.0,85.0,80.0,6.55,0.82,86.0,39,64.0,1,LOW
S0919,3.7,76.0,76.0,86.0,8.62,7.11,70.0,1,65.0,0,LOW
S0920,4.8,72.0,94.0,71.0,8.55,2.75,34.0,7,66.0,1,LOW
S0921,6.4,54.0,64.0,100.0,9.0,8.63,40.0,26,68.0,2,MEDIUM
S0922,2.7,87.0,86.0,75.0,7.37,5.9,22.0,7,53.0,0,LOW
S0923,4.7,65.0,72.0,67.0,7.7,7.11,44.0,52,66.0,2,MEDIUM
S0924,3.2,81.0,74.0,48.0,8.7,5.7,21.0,7,55.0,1,LOW
S0925,6.7,100.0,76.0,68.0,7.54,1.12,0.0,8,65.0,1,LOW
S0926,1.8,67.0,79.0,67.0,6.4,3.35,9.0,16,50.0,3,HIGH
S0927,3.5,48.0,73.0,86.0,6.46,7.18,35.0,3,65.0,1,LOW
