student_id,study_hours,attendance,assignment_completion,quiz_average,sleep_hours,phone_usage,dsa_problems,exam_days_remaining,final_score
S0773,5.6,71.0,72.0,60.0,7.77,7.24,0.0,22,65
S0774,6.3,80.0,52.0,61.0,7.02,3.41,12.0,17,64
S0775,5.6,69.0,68.0,45.0,4.22,6.27,13.0,7,60
S0776,1.7,62.0,71.0,79.0,7.94,2.24,51.0,43,66
S0777,3.2,71.0,71.0,45.0,6.97,6.63,52.0,4,60
S0778,4.1,78.0,71.0,54.0,8.44,4.61,41.0,37,65
S0779,4.4,73.0,74.0,41.0,5.69,5.57,51.0,38,62
S0780,5.6,70.0,82.0,71.0,3.19,7.24,32.0,32,74
S0781,4.8,61.0,88.0,70.0,7.33,2.42,59.0,11,74
S0782,2.1,77.0,65.0,67.0,7.35,3.79,35.0,1,62
S0783,5.2,60.0,57.0,56.0,4.97,6.64,36.0,25,61
S0784,5.6,87.0,59.0,54.0,5.83,10.75,30.0,42,65
S0785,5.5,79.0,68.0,79.0,10.31,5.15,49.0,52,75
S0786,6.4,61.0,70.0,64.0,6.63,6.98,27.0,24,68
S0787,6.0,74.0,63.0,77.0,7.88,5.23,55.0,53,74
S0788,5.3,69.0,56.0,59.0,6.22,10.36,12.0,43,61
S0789,4.4,82.0,68.0,75.0,4.49,1.13,13.0,56,69
S0790,1.5,94.0,78.0,92.0,6.8,5.74,49.0,17,76
S0791,5.3,55.0,84.0,81.0,6.68,1.44,33.0,8,74
S0792,4.9,79.0,67.0,66.0,6.52,0.5,26.0,59,68
S0793,5.0,76.0,69.0,76.0,6.86,6.24,53.0,45,74
S0794,2.2,86.0,61.0,68.0,7.32,5.85,23.0,27,62
S0795,2.6,81.0,75.0,72.0,6.82,4.79,31.0,52,68
S0796,6.4,69.0,62.0,67.0,5.48,5.23,63.0,18,72
S0797,4.4,74.0,84.0,70.0,7.58,12.0,66.0,27,75
S0798,5.7,68.0,48.0,75.0,4.66,4.85,66.0,22,70
S0799,4.6,91.0,70.0,57.0,4.54,6.78,29.0,16,67
S0800,4.6,78.0,80.0,57.0,7.89,3.88,60.0,2,71
S0801,6.2,100.0,78.0,51.0,7.61,6.24,16.0,5,71
S0802,3.6,77.0,100.0,48.0,6.93,4.9,17.0,18,67
S0803,4.7,69.0,80.0,54.0,5.33,4.47,0.0,3,63
S0804,3.7,60.0,60.0,74.0,6.15,10.05,68.0,27,67
S0805,3.7,56.0,74.0,59.0,6.68,8.44,18.0,54,61
S0806,3.9,59.0,48.0,80.0,5.08,5.84,32.0,17,63
S0807,4.9,81.0,74.0,73.0,6.11,0.5,17.0,16,71
S0808,3.6,84.0,63.0,42.0,7.78,4.6,49.0,6,60
S0809,6.8,59.0,89.0,82.0,8.71,12.0,27.0,51,79
S0810,2.9,89.0,67.0,84.0,6.5,4.92,9.0,7,69
S0811,4.2,72.0,73.0,57.0,7.91,8.26,44.0,50,66
S0812,3.7,80.0,65.0,78.0,4.7,9.1,6.0,14,66
S0813,7.1,97.0,100.0,59.0,7.79,6.05,18.0,38,80
S0814,4.9,89.0,70.0,73.0,6.04,3.4,0.0,40,69
S0815,6.4,75.0,100.0,53.0,7.37,0.5,7.0,15,72
S0816,1.8,67.0,87.0,45.0,6.7,7.21,39.0,47,60
S0817,5.0,52.0,82.0,66.0,8.58,3.46,0.0,47,65
S0818,6.1,69.0,81.0,70.0,5.95,5.94,5.0,48,71
S0819,4.6,75.0,81.0,66.0,7.75,2.38,35.0,33,71
S0820,6.4,66.0,46.0,54.0,6.66,4.84,24.0,43,60
S0821,3.6,76.0,71.0,66.0,6.81,5.58,75.0,27,70
S0822,7.0,79.0,88.0,76.0,6.78,6.17,72.0,29,85
S0823,8.6,75.0,74.0,71.0,5.99,2.71,18.0,57,77
S0824,3.8,70.0,54.0,75.0,6.98,8.49,46.0,37,66
S0825,3.7,80.0,74.0,62.0,6.92,4.01,50.0,5,68
S0826,7.1,83.0,100.0,90.0,7.29,1.31,23.0,29,88
S0827,7.3,65.0,94.0,54.0,7.1,5.23,5.0,32,71
S0828,3.6,95.0,74.0,79.0,7.96,5.59,35.0,60,74
S0829,3.7,77.0,89.0,90.0,8.11,5.9,32.0,53,78
S0830,4.0,78.0,70.0,79.0,5.74,8.91,26.0,6,70
S0831,2.1,86.0,49.0,69.0,8.04,4.91,44.0,2,61
S0832,2.8,81.0,61.0,64.0,5.58,5.2,20.0,6,61
S0833,2.7,89.0,98.0,88.0,7.71,2.74,12.0,46,78
S0834,3.1,81.0,71.0,51.0,7.74,7.55,37.0,43,62
S0835,4.4,71.0,71.0,57.0,4.71,5.96,43.0,4,65
S0836,4.9,82.0,71.0,66.0,7.11,4.45,11.0,56,68
S0837,7.3,64.0,100.0,91.0,6.44,0.74,54.0,29,89
S0838,2.7,79.0,99.0,78.0,6.09,9.11,0.0,59,72
S0839,6.3,78.0,100.0,57.0,8.62,2.43,23.0,25,76
S0840,4.1,76.0,73.0,67.0,6.22,4.02,30.0,9,68
S0841,4.4,76.0,79.0,63.0,6.03,6.4,22.0,56,68
S0842,5.7,55.0,52.0,61.0,7.09,2.51,24.0,3,60
S0843,2.5,71.0,97.0,87.0,7.82,1.77,72.0,26,80
S0844,5.2,79.0,57.0,51.0,6.83,0.5,18.0,48,60
S0845,4.8,80.0,78.0,96.0,8.4,7.3,84.0,43,85
S0846,5.4,66.0,59.0,84.0,7.64,4.14,44.0,27,72
S0847,5.0,93.0,66.0,88.0,4.39,12.0,37.0,36,77
S0848,8.9,68.0,62.0,65.0,6.36,3.01,45.0,32,74
S0849,3.4,90.0,66.0,70.0,6.33,3.2,86.0,1,73
S0850,3.5,83.0,67.0,51.0,7.58,4.09,15.0,57,60
S0851,3.4,70.0,67.0,64.0,3.85,6.11,13.0,53,61
S0852,3.5,99.0,88.0,79.0,10.06,4.32,20.0,54,76
S0853,3.4,64.0,58.0,91.0,7.64,7.03,36.0,16,69
S0854,6.6,89.0,78.0,55.0,7.18,3.05,0.0,51,69
S0855,7.1,90.0,93.0,67.0,8.42,2.05,35.0,48,81
S0856,3.5,70.0,67.0,70.0,9.81,1.0,69.0,11,69
S0857,3.0,95.0,64.0,51.0,8.04,0.5,38.0,26,62
S0858,5.3,75.0,72.0,81.0,8.14,4.2,29.0,40,74
S0859,3.5,81.0,93.0,61.0,7.16,4.75,23.0,55,70
S0860,5.6,81.0,78.0,69.0,6.83,3.92,53.0,1,76
S0861,4.9,76.0,67.0,65.0,6.43,8.61,18.0,26,66
S0862,1.8,88.0,82.0,60.0,6.01,8.57,72.0,28,69
S0863,7.3,88.0,58.0,72.0,6.18,4.66,74.0,53,78
S0864,7.7,57.0,85.0,69.0,5.38,1.02,40.0,58,77
S0865,3.4,94.0,81.0,66.0,6.91,4.08,35.0,9,71
S0866,3.8,58.0,70.0,61.0,4.98,4.0,56.0,60,65
S0867,5.0,90.0,62.0,77.0,7.23,3.86,57.0,59,75
S0868,5.1,92.0,62.0,97.0,6.96,3.76,19.0,44,77
S0869,5.7,65.0,83.0,74.0,7.18,3.87,24.0,22,73
S0870,8.1,73.0,93.0,87.0,6.37,4.53,9.0,8,84
S0871,4.2,65.0,65.0,51.0,10.69,3.91,43.0,58,61
S0872,3.1,75.0,82.0,74.0,8.63,6.02,48.0,49,72
S0873,2.0,74.0,44.0,56.0,5.51,6.4,8.0,42,51
S0874,3.2,87.0,66.0,50.0,7.28,3.22,26.0,27,60
S0875,4.4,94.0,75.0,61.0,6.27,8.68,8.0,39,68
S0876,7.7,95.0,61.0,90.0,5.78,3.05,17.0,19,80
S0877,3.6,71.0,61.0,86.0,5.39,1.46,46.0,25,70
S0878,4.9,75.0,65.0,76.0,7.52,6.45,20.0,38,69
S0879,4.5,58.0,79.0,49.0,6.18,3.46,29.0,21,62
S0880,6.6,68.0,72.0,69.0,8.16,6.3,2.0,24,69
S0881,9.0,90.0,41.0,77.0,8.19,0.5,39.0,24,76
S0882,3.5,97.0,43.0,75.0,8.65,8.98,34.0,60,65
S0883,3.6,63.0,66.0,44.0,5.98,7.18,20.0,60,55
S0884,6.4,71.0,82.0,59.0,7.57,1.75,31.0,19,72
S0885,5.7,78.0,34.0,71.0,7.76,1.8,39.0,50,64
S0886,7.8,81.0,68.0,80.0,6.43,9.68,19.0,47,77
S0887,5.6,68.0,67.0,39.0,6.07,3.66,5.0,2,57
S0888,3.9,83.0,96.0,70.0,8.93,3.41,71.0,14,79
S0889,5.6,72.0,69.0,74.0,7.27,0.5,22.0,53,70
S0890,6.5,78.0,81.0,85.0,7.76,4.62,33.0,32,81
S0891,6.0,85.0,77.0,82.0,6.01,4.93,55.0,42,81
S0892,5.4,78.0,43.0,81.0,5.54,7.29,100.0,32,74
S0893,6.4,73.0,87.0,60.0,6.32,2.0,10.0,28,71
S0894,6.6,77.0,78.0,43.0,6.85,1.7,44.0,48,68
S0895,7.0,77.0,83.0,66.0,5.72,6.63,21.0,39,75
S0896,5.7,74.0,100.0,87.0,6.99,8.02,24.0,40,83
S0897,4.2,75.0,44.0,93.0,4.97,1.57,21.0,42,67
S0898,4.8,97.0,100.0,83.0,5.66,8.2,12.0,47,82
S0899,6.7,85.0,71.0,78.0,7.81,5.59,34.0,40,78
S0900,3.0,74.0,79.0,78.0,7.72,8.23,6.0,13,68
S0901,5.2,86.0,74.0,64.0,6.53,5.32,54.0,12,73
S0902,3.8,74.0,69.0,70.0,5.78,0.5,36.0,8,67
S0903,4.6,92.0,66.0,97.0,5.77,5.12,43.0,15,80
S0904,6.8,82.0,80.0,58.0,6.55,8.15,26.0,26,73
S0905,4.8,77.0,52.0,96.0,7.77,3.27,28.0,12,73
S0906,4.6,83.0,86.0,67.0,8.11,4.53,41.0,43,74
S0907,2.1,59.0,69.0,92.0,6.4,5.06,12.0,51,66
S0908,5.8,64.0,58.0,51.0,5.62,0.5,28.0,46,61
S0909,5.7,64.0,68.0,81.0,7.32,9.68,18.0,27,71
S0910,8.4,80.0,94.0,61.0,6.01,3.25,17.0,18,79
S0911,3.9,99.0,67.0,51.0,6.38,6.76,0.0,45,62
S0912,4.9,100.0,80.0,75.0,8.59,5.28,62.0,36,80
S0913,4.9,86.0,64.0,87.0,7.99,8.64,21.0,49,74
S0914,7.3,84.0,86.0,59.0,7.19,6.52,58.0,51,79
S0915,4.3,56.0,85.0,50.0,5.47,4.91,56.0,27,66
S0916,5.0,71.0,100.0,71.0,7.25,3.27,9.0,9,75
S0917,5.6,69.0,72.0,71.0,8.28,7.49,13.0,55,69
S0918,4.8,71.0,85.0,80.0,6.55,0.82,86.0,39,81
S0919,3.7,76.0,76.0,86.0,8.62,7.11,70.0,1,77
S0920,4.8,72.0,94.0,71.0,8.55,2.75,34.0,7,75
S0921,6.4,54.0,64.0,100.0,9.0,8.63,40.0,26,78
S0922,2.7,87.0,86.0,75.0,7.37,5.9,22.0,7,71
S0923,4.7,65.0,72.0,67.0,7.7,7.11,44.0,52,68
S0924,3.2,81.0,74.0,48.0,8.7,5.7,21.0,7,60
S0925,6.7,100.0,76.0,68.0,7.54,1.12,0.0,8,75
S0926,1.8,67.0,79.0,67.0,6.4,3.35,9.0,16,61
S0927,3.5,48.0,73.0,86.0,6.46,7.18,35.0,3,69
S0928,5.2,75.0,78.0,79.0,7.29,5.92,12.0,45,73
S0929,7.3,91.0,99.0,54.0,5.45,8.45,34.0,10,79
S0930,4.4,100.0,90.0,75.0,6.83,6.51,14.0,50,77
S0931,3.5,63.0,88.0,82.0,8.32,3.08,19.0,7,72
S0932,7.9,84.0,68.0,95.0,4.37,3.51,52.0,21,86
S0933,1.9,72.0,62.0,85.0,8.84,5.76,40.0,53,66
S0934,0.5,77.0,89.0,83.0,8.35,0.5,35.0,37,70
S0935,5.3,100.0,88.0,73.0,6.45,9.68,53.0,31,82
S0936,3.6,60.0,97.0,78.0,7.65,6.6,45.0,23,75
S0937,2.7,81.0,66.0,91.0,7.0,8.57,64.0,57,75
S0938,5.8,84.0,72.0,52.0,8.48,1.55,26.0,27,67
S0939,4.9,91.0,50.0,67.0,8.18,8.61,26.0,56,65
S0940,3.5,79.0,69.0,60.0,5.32,11.08,9.0,22,62
S0941,2.2,82.0,90.0,78.0,7.7,2.2,26.0,39,72
S0942,6.1,73.0,68.0,90.0,6.75,7.43,54.0,57,79
S0943,5.7,81.0,85.0,63.0,7.1,5.5,61.0,27,77
S0944,4.3,74.0,72.0,36.0,6.13,1.64,54.0,54,61
S0945,7.8,85.0,80.0,66.0,9.1,6.73,0.0,49,75
S0946,2.6,74.0,58.0,86.0,8.25,7.58,57.0,4,69
S0947,1.8,83.0,76.0,80.0,6.11,4.0,0.0,24,66
S0948,3.3,78.0,30.0,78.0,5.4,8.41,53.0,23,61
S0949,4.4,92.0,72.0,68.0,6.54,1.33,28.0,48,71
S0950,4.9,77.0,51.0,53.0,7.52,1.76,49.0,19,62
S0951,4.1,57.0,93.0,80.0,7.29,5.84,8.0,42,72
S0952,5.1,93.0,87.0,59.0,8.5,5.56,58.0,3,76
S0953,2.2,67.0,82.0,100.0,7.95,3.71,6.0,27,72
S0954,7.1,70.0,98.0,81.0,8.16,7.52,22.0,3,83
S0955,4.4,71.0,61.0,63.0,7.39,6.83,15.0,28,62
S0956,6.5,94.0,100.0,63.0,5.33,7.65,0.0,17,78
S0957,5.1,52.0,89.0,71.0,6.77,5.19,37.0,31,72
S0958,5.3,100.0,71.0,68.0,8.27,7.01,71.0,10,78
S0959,5.5,91.0,92.0,89.0,6.94,4.39,88.0,49,90
S0960,5.3,81.0,58.0,75.0,7.6,10.63,37.0,22,70
S0961,5.7,77.0,63.0,61.0,6.62,3.47,57.0,30,70
S0962,6.9,81.0,66.0,100.0,5.76,10.76,40.0,49,83
S0963,4.9,84.0,67.0,73.0,6.85,5.59,45.0,21,72
S0964,5.8,86.0,59.0,84.0,7.37,2.06,28.0,36,74
S0965,4.3,85.0,93.0,63.0,6.21,8.92,39.0,53,74
S0966,7.1,79.0,71.0,77.0,6.72,5.81,46.0,23,78
S0967,3.3,76.0,80.0,77.0,5.87,7.63,23.0,38,70
S0968,7.7,76.0,66.0,44.0,8.34,8.56,33.0,12,67
S0969,4.4,76.0,48.0,100.0,6.65,6.34,34.0,25,72
S0970,1.9,92.0,79.0,91.0,8.74,4.02,52.0,54,77
S0971,4.7,85.0,46.0,66.0,8.83,7.94,14.0,57,62
S0972,3.3,43.0,74.0,55.0,6.9,5.5,34.0,20,58
S0973,6.0,86.0,54.0,77.0,5.79,7.21,73.0,49,76
S0974,3.3,80.0,100.0,73.0,4.5,0.5,58.0,49,78
S0975,3.7,78.0,89.0,77.0,5.23,6.62,62.0,42,77
S0976,1.1,73.0,77.0,75.0,5.35,3.9,35.0,7,65
S0977,3.7,91.0,94.0,80.0,8.65,9.63,41.0,29,79
S0978,0.5,89.0,62.0,94.0,7.14,7.06,55.0,48,70
S0979,1.6,69.0,83.0,81.0,7.47,6.1,66.0,29,72
S0980,5.9,83.0,78.0,56.0,4.34,6.72,0.0,13,67
S0981,5.9,66.0,79.0,92.0,5.56,3.0,9.0,3,77
S0982,5.3,61.0,94.0,97.0,8.06,9.56,61.0,2,85
S0983,2.8,70.0,86.0,100.0,7.34,10.48,29.0,16,77
S0984,4.4,88.0,79.0,55.0,6.82,6.48,22.0,30,67
S0985,4.5,89.0,50.0,76.0,7.68,9.48,10.0,38,65
S0986,2.4,84.0,61.0,41.0,8.96,4.08,24.0,6,54
S0987,7.2,87.0,73.0,80.0,6.73,3.51,7.0,45,77
S0988,6.1,84.0,76.0,64.0,7.08,5.6,77.0,7,78
S0989,4.1,70.0,58.0,100.0,7.23,6.59,35.0,5,74
S0990,4.5,83.0,100.0,60.0,9.87,4.52,34.0,56,75
S0991,4.9,88.0,98.0,47.0,4.48,6.84,47.0,7,73
S0992,0.8,87.0,84.0,65.0,7.82,6.27,54.0,34,67
S0993,4.1,92.0,76.0,42.0,6.86,3.0,54.0,32,66
S0994,3.3,86.0,72.0,83.0,7.68,6.8,56.0,49,75
S0995,2.7,82.0,61.0,41.0,6.21,7.66,22.0,13,54
S0996,4.0,91.0,76.0,72.0,6.94,5.93,29.0,30,72
S0997,7.7,78.0,79.0,41.0,7.85,8.38,50.0,25,71
S0998,5.7,67.0,56.0,67.0,10.74,2.46,24.0,21,65
S0999,3.5,76.0,80.0,97.0,7.97,6.67,35.0,60,78
S1000,5.5,69.0,73.0,77.0,5.98,2.57,43.0,59,74
